,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿),剩余期限,是否永续
780,20邮储银行永续债,96.19,4.6886,-15.68,4.69,,4.2767,是
781,20建邺国资SCP002,99.48,3.75,-5.69,3.7505,,0.3836,否
782,20阜阳投资CP002,100.13,3.93,-3.26,3.9284,,0.9671,否
783,20昆仑银行CD027,97.21,3.1999,,3.1999,,0.2329,否
784,15交通银行债,100.05,1.9996,-79.99,1.9996,,0.041,否
785,18中外贸租赁债01,100.65,3.8652,12.51,3.8652,,0.4438,否
786,20中国旅游MTN002,97.86,3.9995,-4.99,3.9998,,4.2795,否
787,20中国旅游MTN001,97.49,3.9995,,3.9998,,4.263,否
788,18宁技发MTN001,100.22,3.9199,1.9,3.9199,,0.9534,否
789,20民生银行CD343,98.54,3.1201,1.0,3.1201,,0.1776,否
790,19鄂交投MTN005,99.75,4.0195,0.09,4.0198,,4.0109,否
791,16平安银行二级,100.29,3.7852,-7.0,3.7852,,5.3425,否
792,20长沙银行CD141,99.37,1.8015,-19.79,1.8015,,0.0273,否
793,20农业银行CD008,97.55,2.6529,-81.08,2.6529,,0.2548,否
794,20广州高新SCP003,100.00,3.7984,-0.12,3.7984,,0.7288,否
795,20中信银行CD068,97.38,3.8692,-0.47,3.8692,,0.4438,否
796,20民生银行CD063,97.22,3.1799,,3.1799,,0.2077,否
797,19齐鲁银行CD073,96.89,1.7984,-20.17,1.7984,,0.0246,否
798,20赣投SCP004,99.69,3.4389,-0.73,3.4389,,0.2767,否
799,19农业银行CD216,97.00,1.4984,-40.05,1.4984,,0.0246,否
800,19华润控股MTN001,99.91,3.6967,-6.14,3.7,,1.5863,否
801,19浙国贸MTN001,100.10,4.0708,-7.92,4.0708,,1.2301,否
802,18赣高速MTN008,100.90,7.1527,,7.1524,,1.0137,是
803,16海口农商二级,99.38,4.4193,-15.05,4.4192,,6.0164,否
804,20闽冶金SCP004,99.67,3.4188,-10.06,3.43,,0.2712,否
805,20鲁黄金SCP010,99.44,3.48,1.0,3.5436,,0.4356,否
806,20交通银行CD088,98.92,1.7981,-0.06,1.7981,,0.0219,否
807,18华信邮电PPN002,99.81,7.0,,7.0027,,1.0137,否
808,16伊犁财通MTN002,99.53,4.0963,,4.0986,,0.8521,否
809,20江苏银行CD060,97.67,3.2101,3.01,3.2101,,0.4247,否
810,20南京银行CD049,97.74,3.185,0.5,3.185,,0.3945,否
811,19农发04,100.37,3.385,1.4,3.385,,3.3205,否
812,19金圆投资MTN001,99.73,3.8428,,3.8226,,1.9288,否
813,20中信银行CD041,98.45,1.9506,,1.9506,,0.0628,否
814,20民生银行CD529,96.84,3.26,16.0,3.26,,0.9479,否
815,20盛京银行CD441,99.76,2.7995,,2.7995,,0.0519,否
816,18中国银行二级01,102.02,4.5415,0.48,4.5415,,7.7452,否
817,17宣城国资PPN001,100.36,4.4758,,4.48,,1.2438,否
818,17常熟城投MTN001,101.76,4.0166,,4.02,,1.5233,否
819,20中信银行CD043,98.45,1.8993,-5.04,1.8993,,0.0656,否
820,20招联消费金融债02,97.75,4.1,-18.0,4.1012,,2.2548,否
821,19陕煤化MTN003,98.36,4.4546,20.38,4.4546,,3.7014,否
822,13铁道02,104.00,3.505,,3.505,,2.6849,否
823,20渤海银行CD082,97.10,3.22,0.98,3.22,,0.2158,否
824,20稠州商行CD081,96.36,3.78,-2.0,3.78,,0.9479,否
825,20稠州商行CD060,96.45,3.7201,2.01,3.7201,,0.7534,否
826,20恒丰银行CD425,99.20,3.25,-4.93,3.25,,0.2329,否
827,20厦门银行CD031,97.15,3.1502,,3.1502,,0.2213,否
828,20江苏银行CD198,96.71,3.4,14.03,3.4,,0.9233,否
829,16苏国资PPN001,100.06,3.776,,3.776,,0.463,否
830,20华夏银行CD438,97.62,3.2501,1.01,3.2501,,0.7014,否
831,20招商银行永续债01,96.66,4.7728,1.31,4.7728,,4.5863,是
832,19四川天府银行CD159,96.38,1.9789,,1.9789,,0.0492,否
833,20上海医药SCP004,99.92,3.0697,-3.03,3.0697,,0.1148,否
834,18中远海控MTN001,100.33,3.6833,-122.93,3.6817,,0.9589,否
835,20温州银行CD057,97.02,3.4699,,3.4699,,0.2603,否
836,20中国银行CD097,97.64,3.2296,1.95,3.2296,,0.663,否
837,20南航股SCP020,99.67,3.2371,0.08,3.2203,,0.1776,否
838,20杭州银行CD143,96.82,3.4,,3.4,,0.6795,否
839,20中国银行CD088,99.24,2.9998,-24.0,2.9998,,0.1448,否
840,19中电投MTN018,99.85,3.63,-2.0,3.625,,1.874,否
841,12国开42,101.79,3.2283,,3.2292,,1.7781,否
842,16中铝业MTN001,100.28,8.5938,,8.5937,,0.1202,是
843,15华润MTN001,101.06,3.5736,0.36,3.5701,,1.4466,否
844,20建设银行CD101,98.53,3.0898,2.97,3.0898,,0.2301,否
845,20兴业银行CD186,97.53,3.1799,,3.1799,,0.4822,否
846,20民生银行CD373,98.53,3.0801,,3.0801,,0.2186,否
847,20华融湘江银行CD032,97.46,3.3075,-0.83,3.3075,,0.463,否
848,20乐清农商银行CD058,99.75,2.9994,,2.9994,,0.0847,否
849,20宝钢SCP020,100.00,2.2496,-5.07,2.2496,,0.0109,否
850,20民生银行CD522,97.62,3.25,-5.0,3.25,,0.6904,否
851,20光大银行CD111,97.83,3.16,0.01,3.16,,0.3671,否
852,20招商银行CD131,98.54,3.0501,-19.99,3.0501,,0.2022,否
853,19浙江民泰商行CD214,96.31,1.896,,1.896,,0.0109,否
854,20汇金MTN010A,99.56,3.66,-0.18,3.6591,,2.9068,否
855,20华菱集团MTN001,97.99,4.2576,,4.26,,2.2986,否
856,20江苏银行CD028,97.30,3.1098,,3.1098,,0.2356,否
857,20乐清农商银行CD059,99.18,3.3366,,3.3366,,0.2466,否
858,20贴现国债50,99.34,2.7196,0.96,2.7196,,0.1148,否
859,20粤交投SCP004,99.74,3.441,-9.9,3.4299,,0.2712,否
860,18附息国债20,103.14,2.88,-3.0,2.88,,4.7479,否
861,19中信银行CD275,96.98,0.9977,-70.41,0.9977,,0.0082,否
862,20浦发银行CD139,97.62,3.1599,-18.0,3.1599,,0.3342,否
863,16昌兴投资债,59.79,5.5093,-105.89,5.5124,,2.3425,否
864,19青山湖PPN001,100.14,4.958,-1.25,4.958,,3.9397,否
865,16兴安债,59.60,6.3362,,6.3398,,2.5397,否
866,20晋煤CP007,99.67,3.9566,-5.5,3.9566,,0.9123,否
867,16文山债,58.92,5.5996,,5.5972,,2.7671,否
868,20大唐发电SCP005,99.79,3.1818,-1.83,3.176,,0.2575,否
869,20蓝光CP001,99.51,7.134,77.11,7.1435,,0.6411,否
870,20郑州银行CD030,98.33,1.8996,,1.9093,,0.0464,否
871,19厦门农商行CD094,96.53,2.0007,,2.0007,,0.0328,否
872,20东吴证券CP012,100.01,2.3791,,2.3791,,0.041,否
873,20长沙银行CD065,97.50,3.3213,-13.55,3.3213,,0.4521,否
874,20农业银行CD022,97.47,3.1233,2.34,3.1233,,0.2932,否
875,20浦发银行CD128,98.45,1.9002,-13.95,1.9002,,0.0628,否
876,20华电江苏SCP015,99.79,3.4,-18.37,3.4,,0.1667,否
877,20东莞银行CD025,97.07,3.2003,,3.2003,,0.1694,否
878,20华发集团SCP011,99.82,3.4704,-10.94,3.4704,,0.1175,否
879,20江西银行CD017,97.15,3.1598,,3.1598,,0.2186,否
880,19江苏江南农村商业银行CD180,96.92,1.9997,,1.9997,,0.0628,否
881,18九江银行绿色金融02,100.49,3.56,-3.67,3.56,,0.9151,否
882,20大连建投MTN002,100.00,5.5994,,5.5994,,2.9918,否
883,20长沙银行CD201,96.73,3.3775,,3.3775,,0.9918,否
884,20中电信SCP014,99.99,1.9041,-39.4,1.9041,,0.0109,否
885,20渝水投MTN001,97.46,3.9091,,3.9084,,4.3753,否
886,17泰华信MTN001,99.60,8.7198,2.39,8.72,,1.2104,是
887,19招商局MTN006A,100.06,6.4787,,6.4787,,1.6137,是
888,20淮南建发PPN001,99.15,5.8216,,5.8215,,2.8932,否
889,16黄冈城投PPN002,100.00,4.3942,0.56,4.3942,,2.8027,否
890,20周口城投PPN002,99.36,4.8709,0.09,4.8706,,2.4548,否
891,20许昌建投PPN002,100.32,6.3568,6.43,6.3557,,2.7781,否
892,20兰州建投PPN003,99.47,5.1512,-48.85,5.15,,2.3589,否
893,19神木国资MTN001,100.00,4.793,,4.793,,3.2384,否
894,18晋江城投MTN001,100.89,9.8906,,9.8906,,0.3068,是
895,16闽漳龙MTN001,99.80,6.7846,4.85,6.7846,,0.7315,是
896,20东阳光SCP003,99.54,7.4264,34.69,7.4264,,0.3836,否
897,20无锡建投MTN002,99.68,3.8257,-0.38,3.8257,,1.7753,否
898,19丽水城建PPN003,99.90,4.9726,,4.9726,,3.6685,否
899,18中石油MTN001,100.33,3.27,-18.26,3.2817,,0.7863,否
900,20中石油MTN003,96.61,3.8587,-0.13,3.8587,,4.2904,否
901,19如皋沿江PPN002,101.00,5.6894,34.54,5.6894,,1.3945,否
902,20国电福建MTN001,97.69,4.3437,-0.63,4.3437,,2.4877,否
903,18兖矿MTN003,100.42,3.8353,17.31,3.8499,,0.2658,否
904,20恒健SCP003,99.79,3.2181,-2.2,3.224,,0.2603,否
905,16上海仪电MTN001,99.94,6.8966,0.96,6.8966,,0.2301,是
906,19润业投资PPN001,102.43,5.5264,23.62,5.5264,,1.8,否
907,20宝龙SCP002,99.43,6.2917,167.22,6.2979,,0.4986,否
908,18太钢MTN003,100.59,3.7045,-7.55,3.7024,,0.9123,否
909,20哈尔滨银行CD311,99.14,3.4989,,3.4989,,0.2384,否
910,20张江集SCP007,99.94,3.36,-0.02,3.36,,0.1257,否
911,20武汉航空SCP002,99.56,3.7999,-1.09,3.7925,,0.2685,否
912,20连云工投CP001,100.02,5.0048,1.0,5.0048,,0.1011,否
913,18陕煤化MTN004,100.89,4.45,5.19,4.4491,,2.8767,否
914,18胶州湾PPN001,101.27,4.1261,,4.123,,0.474,否
915,20西安航空SCP001,99.49,6.6359,1.39,6.6359,,0.6356,否
916,20成都银行CD249,99.25,3.0355,-6.46,3.0355,,0.1066,否
917,19国电MTN004,99.94,3.59,1.0,3.59,,1.8904,否
918,18农发13,100.75,3.28,-2.0,3.2925,,2.9562,否
919,20郑州银行CD186,98.46,3.1601,,3.1601,,0.2685,否
920,19青岛城投PPN002,101.62,4.44,,4.4392,,3.2795,否
921,20深圳地铁SCP007,99.89,3.32,-19.99,3.32,,0.3863,否
922,20瑞安国投PPN001,99.64,4.4701,,4.4673,,0.3671,否
923,18中节能MTN001,100.80,3.6158,-13.97,3.6129,,0.5123,否
924,16东航股MTN002,99.92,3.48,0.35,3.48,,0.6,否
925,20上饶城投PPN001,99.39,4.6521,-4.79,4.65,,2.5123,否
926,20闽投MTN004,97.96,4.2093,-8.18,4.2102,,9.224,否
927,20滇池投资CP001,99.57,4.3954,-0.93,4.3977,,0.8959,否
928,20贴现国债51,99.34,2.7202,1.0,2.7202,,0.1339,否
929,20平安银行CD081,97.62,3.1699,1.0,3.1699,,0.3315,否
930,18长沙高新PPN002,100.73,6.5091,1.87,6.5085,,2.3096,否
931,20阳煤CP018,98.97,5.2301,-0.62,5.2301,,0.8849,否
932,18汤山建设MTN001,100.43,3.945,-6.6,3.9501,,1.0355,否
933,19泸州窖MTN001,99.95,3.6864,-0.4,3.6847,,3.0929,否
934,18苏沙钢MTN002,100.81,4.2943,4.01,4.3,,0.7123,否
935,20徽商银行CD007,97.20,3.11,-2.99,3.11,,0.2186,否
936,18湘投MTN003,100.40,3.9029,0.65,3.9029,,0.6685,否
937,20光大银行CD099,98.45,1.9907,14.1,1.9907,,0.0656,否
938,18光明MTN001,100.56,3.32,-3.19,3.32,,0.6164,否
939,20华融湘江银行CD002,97.01,3.1596,,3.1596,,0.1175,否
940,20建德国资MTN003,99.13,4.6372,2.89,4.6224,,4.6219,否
941,18华侨城MTN003,100.99,7.4564,,7.4561,,0.863,是
942,20昌吉州CP002,99.43,4.2442,-3.14,4.2499,,0.7205,否
943,20民生银行CD549,99.24,3.09,-0.98,3.09,,0.2329,否
944,20首钢SCP007,99.61,3.5112,-3.07,3.5001,,0.3671,否
945,18河钢集MTN004,100.53,8.6091,,8.6085,,0.4164,是
946,20桂林银行CD144,96.54,3.61,1.0,3.61,,0.7534,否
947,20融和融资PPN002,98.28,4.8846,-1.56,4.8846,,2.7123,否
948,20渝兴永CP001,99.41,5.5537,0.37,5.5537,,0.8932,否
949,17海南债11,102.09,3.025,,3.025,,1.9397,否
950,20宝武集团MTN001,96.79,3.76,2.22,3.7614,,2.4548,否
951,20民生银行CD182,97.77,3.2,-0.01,3.2,,0.3836,否
952,15国开10,103.08,3.43,3.6,3.43,,4.3479,否
953,17邮储银行二级01,101.11,4.2918,0.28,4.2918,,6.2932,否
954,20华夏银行CD037,97.17,3.1872,12.74,3.1872,,0.1776,否
955,20航天电子SCP004,99.84,3.3401,-17.01,3.3401,,0.1175,否
956,20航天电子SCP005,99.73,3.5598,-24.04,3.5598,,0.1749,否
957,16冀中能源MTN001,69.30,351.5823,2175.59,373.4797,,0.1202,否
958,20滨海新城SCP003,99.74,4.1659,,4.1659,,0.2022,否
959,20国开04,99.35,3.55,4.0,3.5373,,6.1038,否
960,19金隅MTN001,100.73,4.1017,-5.66,4.0998,,3.2575,否
961,18朝阳国资MTN002,100.46,3.4843,-2.57,3.48,,0.9616,否
962,19奉化投资PPN001,99.28,4.6914,-2.89,4.6914,,3.9699,否
963,20兴业银行CD076,97.32,3.5,1.0,3.5,,0.2521,否
964,20电网SCP039,99.62,3.2099,-4.01,3.2401,,0.6247,否
965,19厦国贸MTN001,100.11,3.86,-3.57,3.8723,,1.6247,否
966,18海宁资产MTN002,101.92,4.28,,4.28,,2.9014,否
967,18东风日产汽车债01,100.41,3.6253,1.53,3.6253,,0.3562,否
968,19中信银行CD284,96.99,1.8484,-0.13,1.8484,,0.0246,否
969,19辽成大MTN002,99.56,5.14,-10.93,5.14,,1.2986,否
970,17邯郸银行二级,101.45,5.4227,-7.39,5.4225,,6.5123,否
971,19漳州交运MTN002,101.29,8.2258,-0.12,8.1861,,1.9151,是
972,20进出11,99.89,3.7525,0.5,3.7506,,9.9425,否
973,19农发03,100.05,3.1525,-0.51,3.1547,,1.3205,否
974,19九江城投PPN002,99.64,4.4004,-1.17,4.4004,,3.8575,否
975,20武汉商投MTN001,98.36,4.7237,-2.23,4.7237,,2.5233,否
976,20浏阳水利PPN001,99.54,5.4389,,5.4409,,2.2548,否
977,17孝感城投MTN001,79.17,4.2079,5.15,4.2008,,1.2548,否
978,16江门滨江PPN001,100.02,4.7489,22.82,4.7489,,0.2959,否
979,20广晟SCP005,99.71,3.6401,0.01,3.6456,,0.2767,否
980,20鲁信SCP001,100.00,2.4983,-47.21,2.4983,,0.0246,否
981,20孝感高创(疫情防控债)PPN001,99.30,6.285,-52.31,6.2857,,2.5452,否
982,19华能水电MTN004,100.21,6.4842,1.0,6.4842,,3.8959,是
983,18格力地产MTN002,100.51,5.2001,,5.2053,,0.3781,否
984,20连云港PPN006,99.44,5.2199,14.93,5.2199,,2.6548,否
985,18株洲城建MTN001,101.03,5.3055,-0.92,5.3043,,4.6247,否
986,18湘高速MTN002,100.46,3.75,-0.32,3.748,,0.9342,否
987,20余杭城建MTN001,96.61,4.15,-1.0,4.1507,,4.4301,否
988,16重庆地产MTN001,100.02,7.136,0.74,7.1354,,0.2466,是
989,20北银租赁债01,97.18,4.0,,4.0,,2.5068,否
990,20陕煤化SCP003,98.79,3.9062,0.62,3.9,,0.6712,否
991,19华融租赁债01,99.71,4.1,-10.41,4.1,,1.2438,否
992,16长沙银行二级,100.05,4.1647,1.84,4.1651,,5.4027,否
993,19株国投MTN001,100.59,4.687,0.85,4.6862,,3.0874,否
994,20阜阳投资MTN001,99.13,4.1784,-11.1,4.1776,,4.9123,否
995,20海安开投CP001,99.99,4.8617,1.0,4.8617,,0.1093,否
996,20昆山国创MTN001,96.75,4.2523,2.23,4.25,,2.389,否
997,20义乌国资MTN003,99.53,4.132,13.97,4.131,,2.6658,否
998,20滕州国资MTN001,97.95,4.2975,6.28,4.2984,,4.2158,否
999,19綦江城投MTN001,100.24,6.6291,-45.39,6.6283,,3.9918,否
1000,15神华MTN002,100.02,2.1997,,2.1997,,0.0109,否
1001,18义乌国资MTN002,100.53,3.7462,-13.97,3.7401,,0.6521,否
1002,20民生银行CD390,96.91,3.25,,3.25,,0.7342,否
1003,16东方电气MTN001,99.95,3.467,-0.84,3.467,,0.6548,否
1004,19青岛北城MTN001,100.46,3.9946,-2.54,3.9908,,1.3452,否
1005,18奥克斯MTN001,99.99,6.1501,,6.1501,,0.2822,否
1006,20建发SCP006,100.00,2.4003,-35.0,2.4003,,0.0301,否
1007,19青岛银行债03,100.22,3.53,-3.97,3.53,,1.4795,否
1008,20蓉城文化SCP002,99.74,3.795,,3.7983,,0.6164,否
1009,20北京债34,100.00,3.85,1.0,3.85,,14.8493,否
1010,19广安控股MTN001,99.47,4.0868,-4.06,4.0966,,2.0164,否
1011,18农发11,102.68,3.4,-2.0,3.4003,,4.9315,否
1012,19华侨城MTN003,99.76,6.5338,0.96,6.5336,,1.8767,是
1013,19江宁滨江PPN002,101.02,4.9732,-22.03,4.9733,,4.0328,否
1014,20淮南建发MTN003,98.50,5.3838,-0.12,5.3832,,4.9041,否
1015,14国开22,105.53,3.4,-1.11,3.4006,,3.7041,否
1016,17湖南环保PPN002,100.00,5.8254,-0.5,5.8254,,2.041,否
1017,20深圳地铁SCP005,99.86,3.3201,-4.98,3.3201,,0.3562,否
1018,20常城建SCP012,99.98,2.5491,-60.13,2.5491,,0.0273,否
1019,19豫水利MTN001,99.15,4.2785,7.85,4.2533,,3.6712,否
1020,20辽宁债32,99.77,3.42,2.8,3.42,,4.9534,否
1021,19深圳创投MTN004,99.76,3.9183,-3.48,3.9183,,1.7096,否
1022,20上海农商银行CD130,98.29,3.6199,1.0,3.6199,,0.3562,否
1023,20首钢SCP005,99.71,3.4159,-4.3,3.402,,0.2521,否
1024,20晋能CP004,98.82,5.0439,,5.049,,0.6795,否
1025,20中金集MTN001,99.38,3.7885,-12.85,3.7905,,2.1066,否
1026,17川铁投MTN001,101.87,8.0357,0.4,8.0357,,1.2822,是
1027,20交通银行CD038,97.51,3.0901,0.01,3.0901,,0.2575,否
1028,19南电MTN007,99.73,3.55,-2.0,3.55,,1.7945,否
1029,20徐州经开MTN001,96.77,4.7786,,4.78,,4.2268,否
1030,12国网债01,101.99,3.45,5.0,3.45,,1.3589,否
1031,20上饶城投PPN002,99.88,4.6221,2.0,4.6206,,2.5452,否
1032,16唐山实业MTN001,100.07,3.42,-10.02,3.4161,,0.2521,否
1033,18南通高新PPN005,100.47,4.3761,-2.41,4.3761,,2.9616,否
1034,19华电股MTN002A,100.49,6.7215,2.41,6.7215,,1.5507,是
1035,20成都香城MTN001,98.79,5.0833,-0.67,5.0845,,4.8932,否
1036,18浏阳城建MTN001,100.45,4.13,13.01,4.13,,0.2877,否
1037,18吴江城投PPN003,100.91,3.9,,3.8993,,0.9507,否
1038,18国开06,105.16,3.42,0.25,3.42,,4.3178,否
1039,12中石油05,101.64,3.44,-3.4,3.44,,1.2685,否
1040,18方洋PPN001,100.80,4.5472,,4.5472,,0.3096,否
1041,16贵州高速MTN001,100.36,3.788,-28.77,3.7843,,0.5014,否
1042,19川高速MTN001,100.43,3.72,-18.64,3.7182,,1.4164,否
1043,19甬开投MTN001,99.24,4.2,26.0,4.1993,,3.9781,否
1044,19义乌市场MTN001,100.30,3.8137,,3.8114,,1.1257,否
1045,20进出13,100.12,3.29,1.0,3.2908,,2.7425,否
1046,19中节能MTN003,99.45,3.92,1.0,3.9186,,1.8411,否
1047,20建德国资MTN002,97.83,4.7023,-0.04,4.7,,2.3918,否
1048,20民生银行CD423,99.38,1.8508,0.16,1.8508,,0.0301,否
1049,19大同煤矿MTN004,98.51,5.6964,97.38,5.6964,,1.9534,否
1050,19建发地产MTN001,100.55,3.7632,3.32,3.7632,,1.0765,否
1051,18云投MTN003,100.56,4.6001,24.01,4.6043,,0.4767,否
1052,17福建11,104.67,3.29,,3.2904,,6.6274,否
1053,17云工投MTN002,75.00,26.0683,,25.9657,,1.6575,否
1054,18陕煤化MTN003,101.22,4.4219,0.38,4.42,,2.7479,否
1055,16京汽集MTN001A,100.04,3.4766,,3.4766,,2.2356,否
1056,18河钢集MTN010,100.06,4.1736,-21.64,4.1718,,0.863,否
1057,16建安02,59.46,4.3923,0.33,4.3923,,2.7452,否
1058,20善庆ABN005优先,99.67,,,,,0.5288,否
1059,20光穗金隅ABN001优先,100.00,,,,,2.5452,否
1060,20陆金开SCP001,100.00,2.4012,1.0,2.4012,,0.0383,否
1061,16陕高速MTN001,100.04,3.4431,2.3,3.4315,,0.1257,否
1062,15济宁高新债,40.53,4.4856,-10.83,4.497,,1.3945,否
1063,20衡阳城投CP001,99.46,3.8108,-5.7,3.8023,,0.3726,否
1064,18湖北科投MTN002,100.80,9.592,4.65,9.592,,0.3233,是
1065,19铁道03,99.57,3.575,,3.575,,3.6301,否
1066,16泰州城投MTN001,99.94,3.5439,-28.71,3.5301,,0.2849,否
1067,19郑州公投MTN001,99.32,4.14,-9.0,4.14,,1.9918,否
1068,20哈尔滨投CP002,99.71,4.6208,,4.6206,,0.8904,否
1069,20兴业银行CD051,97.13,3.14,9.02,3.14,,0.1639,否
1070,19南昌水投PPN002,100.61,4.0726,,4.0726,,3.6795,否
1071,17舟山海洋MTN001,102.54,7.7923,,7.7923,,1.726,是
1072,20昆仑燃气MTN001,96.46,4.01,0.11,4.01,,2.3863,否
1073,20渤海银行CD253,98.86,1.9513,15.06,1.9513,,0.0273,否
1074,20南京银行CD095,98.55,3.1502,-10.0,3.1502,,0.1448,否
1075,19湖北科投MTN001,99.70,4.4518,,4.4509,,3.1148,否
1076,20江宁交通PPN002,100.09,4.4484,,4.4477,,2.2186,否
1077,20国药控股SCP009,99.96,3.1498,-0.04,3.1498,,0.1011,否
1078,17四川债11,103.98,3.2,1.0,3.2,,3.4575,否
1079,19福州城投MTN001,99.51,4.0615,-16.93,4.0608,,3.7041,否
1080,18阳光城MTN001,99.77,12.5683,0.74,12.5679,,0.5014,是
1081,20科学城SCP002,100.00,3.569,,3.569,,0.2932,否
1082,18越秀集团MTN006,100.83,7.0855,4.36,7.0855,,0.9589,是
1083,19红狮MTN001B,100.34,4.0506,-9.93,4.0605,,0.4164,否
1084,20锡交通SCP008,99.31,3.5818,2.7,3.5818,,0.3863,否
1085,11国开58,101.14,2.96,3.0,2.96,,0.8849,否
1086,20中石油MTN002,96.57,3.8687,-0.13,3.8687,,4.2904,否
1087,16姜堰发展债,59.63,5.5301,,5.5301,,2.4849,否
1088,19中电投MTN008A,100.19,3.58,-2.27,3.58,,1.4384,否
1089,17农发04,101.47,3.32,-3.05,3.32,,3.082,否
1090,15华能集MTN002,99.49,3.92,-12.79,3.92,,4.5096,否
1091,17泗阳专项债,80.91,6.7724,32.42,6.7724,,3.6466,否
1092,19长沙银行小微债01,100.11,3.58,-0.92,3.58,,1.9288,否
1093,17乌城投PPN001,102.07,4.0904,-15.09,4.0904,,1.6137,否
1094,16重庆债12,99.98,2.95,,2.95,,0.5014,否
1095,18山东15,100.62,2.9,5.65,2.9,,0.7644,否
1096,18宝马汽车02,100.50,3.7499,-0.48,3.7499,,0.6247,否
1097,19晋焦煤MTN003A,100.28,3.3694,-43.64,3.3681,,1.7068,否
1098,20浙小商SCP006,99.78,3.5261,-1.4,3.5261,,0.2186,否
1099,16中航租赁MTN001,99.58,3.6708,0.47,3.6708,,0.8712,否
1100,20安徽债17,95.48,3.86,1.0,3.86,,14.4822,否
1101,20中冶SCP004,99.97,2.4003,14.95,2.4003,,0.0492,否
1102,20昆山高新SCP006,99.50,3.78,-14.97,3.78,,0.3644,否
1103,20江苏银行CD202,96.74,3.37,3.0,3.37,,0.9288,否
1104,19中建材集MTN001,99.99,3.95,4.88,3.95,,3.8,否
1105,20东兴证券CP008,100.01,2.0962,9.98,2.0962,,0.0109,否
1106,20农业银行CD144,97.68,3.17,1.0,3.17,,0.663,否
1107,20交通银行CD064,97.68,3.1799,1.0,3.1799,,0.4438,否
1108,19中国银行二级01,99.26,4.0795,-0.95,4.0795,,8.7973,否
1109,16浙江债04,99.42,3.33,1.0,3.33,,5.2575,否
1110,20海宁资产MTN002,100.14,4.1988,-3.11,4.1988,,4.989,否
1111,20中国银行二级01,99.31,4.2863,0.34,4.2863,,9.789,否
1112,20桐乡城投SCP003,99.70,3.7864,-2.17,3.7907,,0.3726,否
1113,12中核债02,101.78,3.53,1.0,3.53,,1.4767,否
1114,20申万宏源CP009BC,99.90,3.8002,53.0,3.8002,,0.2104,否
1115,19中国银行CD121,97.00,1.7507,-9.9,1.7507,,0.0246,否
1116,20徽商银行CD008,97.20,3.1098,-41.03,3.1098,,0.2213,否
1117,20杭州银行CD053,97.27,3.11,-9.01,3.11,,0.2329,否
1118,20国网租赁SCP009,99.82,3.7497,-0.07,3.7497,,0.1011,否
1119,20银河证券CP011,100.01,2.2011,0.2,2.2011,,0.0219,否
1120,20交通银行CD058,97.72,3.1799,5.0,3.1799,,0.4247,否
1121,20宁河西MTN002,99.63,4.0,0.92,4.0,,2.7753,否
1122,20中信银行CD286,96.83,3.27,-6.0,3.27,,0.9233,否
1123,20河钢集CP001,99.72,4.0801,-1.01,4.0801,,0.2158,否
1124,20新滨江PPN002,100.00,6.1164,,6.1164,,2.9918,否
1125,20太湖新城SCP004,99.48,3.78,-16.99,3.78,,0.263,否
1126,20永业SCP004,99.63,3.9,0.21,3.9,,0.663,否
1127,16锦江国际MTN001,100.07,3.65,4.99,3.65,,0.4027,否
1128,20江苏紫金农商行CD150,99.19,3.3002,0.04,3.3002,,0.2301,否
1129,20江宁交通PPN001,101.22,4.668,,4.668,,2.0902,否
1130,20广晟SCP004,99.49,3.5558,7.84,3.5558,,0.3479,否
1131,20灵山SCP004,99.18,3.9499,-0.01,3.9499,,0.674,否
1132,20江苏银行CD120,96.90,3.2999,,3.2999,,0.6575,否
1133,19阜阳投资MTN001,102.03,4.27,27.11,4.27,,3.1311,否
1134,18中联重科MTN001,100.57,4.2831,-2.76,4.2831,,3.0109,否
1135,19津城建MTN008A,99.46,4.28,,4.28,,1.7863,否
1136,20民生银行CD100,97.41,3.12,-0.02,3.12,,0.2521,否
1137,20厦翔业SCP011,99.98,2.3991,-68.12,2.3991,,0.0301,否
1138,20腾越建筑SCP003,99.68,4.3213,-37.87,4.3213,,0.4384,否
1139,20广州银行CD030,97.83,3.2499,1.0,3.2499,,0.3479,否
1140,20交通银行CD062,97.69,3.1801,1.0,3.1801,,0.4329,否
1141,18华电股MTN002,100.84,7.1527,8.35,7.1527,,0.9014,是
1142,20兴业银行CD077,98.29,1.751,-4.73,1.751,,0.0082,否
1143,20武控绿色债,97.85,4.1574,,4.1574,,4.2603,否
1144,20中信银行CD008,97.17,3.1872,16.73,3.1872,,0.1776,否
1145,20天恒置业PPN003,99.93,4.3305,20.14,4.3305,,1.5452,否
1146,17营口港MTN001,101.71,4.7703,-61.59,4.7741,,1.3863,否
1147,17农发09,101.27,3.1523,-7.27,3.1523,,1.3699,否
1148,20南新工CP001,99.73,3.4501,,3.4501,,0.2932,否
1149,20苏州高新SCP025,99.32,3.5951,-10.02,3.5951,,0.6356,否
1150,20惠民建投MTN002,100.00,6.6991,-0.07,6.6991,,2.989,否
1151,20沣东控股PPN001,98.88,5.4054,42.77,5.4054,,2.8767,否
1152,20石交投MTN001,98.56,4.6228,34.89,4.6228,,4.7041,否
1153,20山东核电SCP001,99.85,3.1897,-36.02,3.1897,,0.1175,否
